"Facility Name","name (OpenLMIS)","DHIS2_id","OpenLMIS Code","DHAMIS Facility ID"
"Thunga Health Centre","Thunga Health Centre","RCNInuIslmh","TO3145","1167"
"Thyolo-DHO","Thyolo DHO Pharmacy","gd6cNp4HjsE","TO3121",""
"Thyolo District Hospital","Thyolo District Hospital","Obpw5vLlCtg","TO3121","233"
"Tilora Village Clinic","Tilora Village Clinic","HDwHUtYpv0C","Not existing",""
"Tiyese Private Maternity ","Tiyese Private Maternity","lrb5YjvXHcf","DZ1738","1214"
"Tofutofu Village Clinic","Tofutofu Village Clinic","mook7aJ2Gww","Not existing",""
"Tomali Village Clinic","Tomali Village Clinic","mKtd2JOhDc6","Not existing",""
"Tonkhwe Village Clinic","Tonkhwe Village Clinic","KHJjPE2OlzI","Not existing",""
"Tothoro (Mangwere) Village Clinic","Tothoro (Mangwere) Village Clinic","NtF0VR9epJk","Not existing",""
"Trinity - Fatima Hospital","Trinity Hospital","iRQXiwCxsE8","NJ3424","235"
"Tsangano Health Centre","Tsangano Health Centre","rLjop5TPyxt","NU1831","509"
"Tsoyo Dispensary","Tsoyo Dispensary","NZE1wxbWvTa","DZ1724","834"
"Tukombo Health Centre","Tukombo Health Centre","WzvT614Stek","NB0333","1068"
"Tukulu Village Clinic","Tukulu Village Clinic","KiYjrdrrxEY","Not existing",""
"Tukululu Village Clinic","Tukululu Village Clinic","x9l16ctYqhE","Not existing",""
"Tukuyu Village Clinic","Tukuyu Village Clinic","CvZPKYgNEUQ","Not existing",""
"Tulonkhondo Health Centre","Tulonkhondo Health Centre","UDVA59g76b9","MN3803","236"
"Ukwe Health Centre","Ukwe Health Centre","Q8nVnVo1NOY","LL1542","835"
"Ulaha Village Clinic","Ulaha Village Clinic","ihPEy29FgdQ","Not existing",""
"Ulaya Village Clinic","Ulaya Village Clinic","b17OvfJgAOW","Not existing",""
"Ulaya Village Clinic","Ulaya Village Clinic","jtukH4pPXpM","Not existing",""
"Ulongwe Health Centre","Ulongwe Health Centre","GlTM0PVLNMX","BLK3608","1080"
"Umunthu Foundation","Umunthu Foundation","S9hz5mgJUjI","Not existing","1482"
"UNC","UNC project NGO","vaCqY6Cv5G4","LL057",""
"Unilever South East Company Clinic","Unilever South East Company Clinic","m6YZsECSfOK","BT5059","787"
"United Bus Company Clinic","United Bus Company Clinic","FPRoiJAvYTh","Not existing",""
"Usisya Health Centre","Usisya Health Centre","Wh3m13Uzsn7","NB0319",""
"Utale 1 Health Centre","Utale 1 Health Centre","uKJ1hfxCykV","BLK3609",""
"Utale 2 Health Centre","Utale 2 Health Centre","cPO0zV087kQ","BLK3610",""
"Vibangalala Dispensary","Vibangalala Dispensary","BtjLFnqUPEj","MZS6012",""
"Vilauli Village Clinic ","Vilauli Village Clinic","pPCcXz0oLku","Not existing",""
"Vizara Dispensary","Vizara Plantation Clinic","duwtTjuHUih","NB0325",""
"Vongo Village Clinic","Vongo Village Clinic","m2EgrVTDle1","Not existing",""
"Vunganthenga Village Clinic","Vunganthenga Village Clinic","pbEp7LVzhdQ","Not existing",""
"Vuwa Village Clinic","Vuwa Village Clinic","hR1k1SYSqB5","Not existing",""
"Wadikanga Village Clinic","Wadikanga Village Clinic","FOCMQpFfrYB","Not existing",""
"Walamba Village Clinic","Walamba Village Clinic","dbpj48msMXj","Not existing",""
"Wanama Village Clinic","Wanama Village Clinic","il2DOJdHow2","Not existing",""
"Ward Obs and Gynae Labour","Ward Obs and Gynae Labour","rUlcjeECGXJ","Not existing",""
"Waruma Health Post","Waruma Health Post","uBmhSlPGXCC","Not existing",""
"Wasi Village Clinic","Wasi Village Clinic","fDBLHtFyuxc","Not existing",""
"Wasili Village Clinic","Wasili Village Clinic","cGVhN5krGXZ","Not existing",""
"Welusi Village Clinic","Welusi Village Clinic","CnJZmSI2iio","Not existing",""
"Wenya Health Centre","Wenya Health Centre","M7TlHaVIPLz","CP0111",""
"Wezi Medical Centre ","Wezi Medical Centre","yr54vCUBTIZ","MZN6017",""
"Wiliro Health Centre","Wiliro Health Centre","kUmwU0N12O7","KA0214",""
"Wimbe Health Centre","Wimbe Health Centre","bPKUlNCxhvT","KU1016",""
"Wolewole Village Clinic","Wolewole Village Clinic","WHSH9dZgwT7","Not existing",""
"World Medical Fund ","World Medical Fund","bLAoLBIwbSn","KK1133",""
"Wovwe Village Clinic","Wovwe Village Clinic","tQlj3gKSZXJ","Not existing",""
"Yalema Village Clinic","Yalema Village Clinic","nDOm00jeFcy","Not existing",""
"Zabira Village Clinic","Zabira Village Clinic","sZHaAUeGg1G","Not existing",""
"Zalengera Village Clinic","Zalengera Village Clinic","RnkZuRNZuKP","Not existing",""
"Zalera Village Clinic","Zalera Village Clinic","grEe1F2MuAl","Not existing",""
"zalewa Dispensary","Zalewa Dapp (dapp Hope) Clinic","NW5K84KJ4xp","NE3713",""
"Zambwe Village Clinic","Zambwe Village Clinic","x09fQyFJRlu","Not existing",""
"Zaro Village Clinic","Zaro Village Clinic","OfBNJl6Qal0","Not existing",""
"Zilindo Health Centre","Zilindo Health Centre","P3bvgqs7mIQ","ZA2735",""
"Zilipaine Village Clinic","Zilipaine Village Clinic","AZPEFBXBHSK","Not existing",""
"Zimbayuda Village Clinic","Zimbayuda Village Clinic","itGfSjmx4pH","Not existing",""
"Zindili Village Clinic","Zindili Village Clinic","zgOYv3spxfq","Not existing",""
"Zingwala Village Clinic","Zingwala Village Clinic","xk2EAlSt2Y2","Not existing",""
"Zingwangwa BLM Clinic","Zingwangwa BLM Clinic","g9d246Hnb7w","BT2922","742"
"Zingwangwa Urban Health Centre","Zingwangwa Health Centre","gTkYqxfVTM0","BT2922",""
"Zoa Dispensary","Zoa Dispensary","i6PjWckrs7y","TO3123",""
"Zoa Health Centre","Zoa Health Centre","iaUfnrbzQ9d","TO3123",""
"Zomba Central Hospital","Zomba Central Hospital","uJG4WFdUJSv","ZA2722",""
"Zomba Central Prison Clinic","Zomba Central Prison Clinic Health Centre","A8FCrw9vdEI","ZA2762",""
"Zomba-DHO","Zomba DHO Pharmacy","hrbAl7aUBwV","ZA2772",""
"Zomba Mental Hospital","Zomba Mental Hospital","S1l6Df6SvLL","ZA2723","1152"
"Zumulu Village Clinic","Zumulu Village Clinic","shjCmO7kNa0","Not existing",""
